crime,number,date,location,beat,neighborhood,npu,lat,long,Month,Day,Year
LARCENY-NON VEHICLE,161851341,07/03/2016,639 MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.82329,-84.36695999999999,07,03,2016
AGG ASSAULT,161851352,07/03/2016,3701 JONESBORO RD SE;,313,Blair Villa/Poole Creek,Z,33.65298,-84.36844,07,03,2016
AGG ASSAULT,161851365,07/03/2016,7 WHATLEY ST SE,307,Lakewood Heights,Y,33.70695,-84.37867,07,03,2016
AUTO THEFT,161851395,07/03/2016,2151 LENOX RD NE,213,Lindridge/Martin Manor,F,33.813559999999995,-84.35129,07,03,2016
AUTO THEFT,161851454,07/03/2016,1085 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77349,-84.35197,07,03,2016
AUTO THEFT,161851464,07/03/2016,3755 CARMIA DR SW,414,,P,33.67051,-84.50299,07,03,2016
LARCENY-FROM VEHICLE,161851465,07/03/2016,441 16TH ST NW @IKEA,501,Atlantic Station,E,33.788740000000004,-84.40468,07,03,2016
LARCENY-FROM VEHICLE,161851480,07/03/2016,3755 CARMIA DR SW,414,Princeton Lakes,P,33.6569,-84.51004,07,03,2016
LARCENY-NON VEHICLE,161851554,07/03/2016,610 SPRING ST NW,509,Downtown,M,33.77101,-84.38895,07,03,2016
LARCENY-NON VEHICLE,161851591,07/03/2016,3730 CARMIA DR SW @PUBLIX - CARMIA,414,Princeton Lakes,P,33.65573,-84.5109,07,03,2016
LARCENY-FROM VEHICLE,161851606,07/03/2016,207 PEACHTREE CENTER AVE NE,509,Downtown,M,33.7602,-84.38554,07,03,2016
BURGLARY-RESIDENCE,161851617,07/03/2016,1823 WILLIAM PL NW,203,Hills Park,D,33.80511,-84.4481,07,03,2016
LARCENY-NON VEHICLE,161851625,07/03/2016,650 PONCE DE LEON AVE NE,506,Midtown,E,33.77352,-84.36667,07,03,2016
LARCENY-NON VEHICLE,161851649,07/03/2016,2841 GREENBRIAR PKWY SW @Multiple,411,Greenbriar,R,33.68677,-84.49773,07,03,2016
LARCENY-FROM VEHICLE,161851680,07/03/2016,789 PONCE DE LEON AVE NE @CLAREMONT HOTEL,602,Poncey-Highland,N,33.7735,-84.36128000000001,07,03,2016
LARCENY-FROM VEHICLE,161851681,07/03/2016,1209 REDFORD DRIVE SE,308,Rebel Valley Forest,Z,33.6851,-84.35303,07,03,2016
LARCENY-NON VEHICLE,161851724,07/03/2016,756 MOORES MILL RD NW,205,,C,33.84149,-84.41279,07,03,2016
LARCENY-NON VEHICLE,161851729,07/03/2016,1199 NORTHSIDE DR NW,501,Home Park,E,33.78735,-84.40737,07,03,2016
LARCENY-FROM VEHICLE,161851792,07/03/2016,3783 HEMPSTEAD WAY SW,413,,P,33.68036,-84.51101,07,03,2016
LARCENY-FROM VEHICLE,161851910,07/03/2016,297 COLONIAL HOMES DR NW,205,Colonial Homes,C,33.814029999999995,-84.39726,07,03,2016
BURGLARY-RESIDENCE,161851914,07/03/2016,2980 JONESBORO RD SE;,313,South River Gardens,Z,33.673390000000005,-84.37144,07,03,2016
LARCENY-FROM VEHICLE,161851917,07/03/2016,75 MARTIN L KING JR DR SW ,511,Downtown,M,33.75119,-84.38996,07,03,2016
LARCENY-NON VEHICLE,161851979,07/03/2016,3755 CARMIA DR SW,414,Princeton Lakes,P,33.6569,-84.51004,07,03,2016
LARCENY-FROM VEHICLE,161851999,07/03/2016,3650 HAMPSHIRE PARK WAY SW,413,Ben Hill Pines,P,33.68206,-84.50835,07,03,2016
LARCENY-NON VEHICLE,161852097,07/03/2016,2805 MACON DR SE,312,Glenrose Heights,Z,33.67807,-84.3898,07,03,2016
LARCENY-NON VEHICLE,161852119,07/03/2016,2001 JAMES JACKSON PKWY NW,203,Riverside,D,33.810629999999996,-84.47569,07,03,2016
LARCENY-FROM VEHICLE,161852122,07/03/2016,1644 JACKSON WAY NW,113,Lincoln Homes,G,33.79761,-84.47591,07,03,2016
LARCENY-NON VEHICLE,161852125,07/03/2016,3061 MCMURRAY DR SW,409,Southwest,R,33.703070000000004,-84.48803000000001,07,03,2016
BURGLARY-RESIDENCE,161852127,07/03/2016,2367 CASCADE RD SW,406,Cascade Heights,I,33.72166,-84.4657,07,03,2016
LARCENY-NON VEHICLE,161852134,07/03/2016,2841 GREENBRIAR PKWY SW @Multiple,411,Greenbriar,R,33.68677,-84.49773,07,03,2016
ROBBERY-PEDESTRIAN,161852145,07/03/2016,1575 JOSEPH E BOONE BLVD NW @SIMPSON LANIER SC,107,Grove Park,J,33.763909999999996,-84.43929,07,03,2016
BURGLARY-NONRES,161852170,07/03/2016,1253 AVON AVE SW,403,Oakland City,S,33.72258,-84.42896,07,03,2016
LARCENY-FROM VEHICLE,161852204,07/03/2016,207 PEACHTREE CENTER AVE NE,509,Downtown,M,33.7602,-84.38554,07,03,2016
BURGLARY-RESIDENCE,161852223,07/03/2016,171 ROSSER ST SW,104,Ashview Heights,T,33.75014,-84.42463000000001,07,03,2016
BURGLARY-RESIDENCE,161852248,07/03/2016,1678 ABNER TER NW,110,Carver Hills,G,33.80073,-84.46238000000001,07,03,2016
BURGLARY-RESIDENCE,161852264,07/03/2016,369 MCDANIEL ST SW,101,The Villages at Castleberry H,T,33.74505,-84.40523,07,03,2016
LARCENY-FROM VEHICLE,161852311,07/03/2016,750 FRANCIS PL NW,110,Grove Park,J,33.77495,-84.43798000000001,07,03,2016
LARCENY-NON VEHICLE,161852385,07/03/2016,2399 PARKLAND DR NE ,211,Lindbergh/Morosgo,B,33.8201,-84.36480999999999,07,03,2016
AUTO THEFT,161852394,07/03/2016,1513 STOKES AVE SW,404,Westview,T,33.74111,-84.43717,07,03,2016
LARCENY-NON VEHICLE,161852415,07/03/2016,470 16TH ST NW,501,Home Park,E,33.78764,-84.405,07,03,2016
LARCENY-NON VEHICLE,161852458,07/03/2016,3535 PEACHTREE RD NE @TARGET - PEACHTREE,210,Lenox,B,33.851820000000004,-84.3595,07,03,2016
LARCENY-NON VEHICLE,161852531,07/03/2016,90 HARPER RD SE,310,Swallow Circle/Baywood,Z,33.69637,-84.38565,07,03,2016
BURGLARY-RESIDENCE,161852581,07/03/2016,2169 SPINK ST NW,203,Riverside,D,33.81516,-84.47224,07,03,2016
LARCENY-FROM VEHICLE,161852622,07/03/2016,1380 ATLANTIC DR,501,Atlantic Station,E,33.791090000000004,-84.39761,07,03,2016
BURGLARY-RESIDENCE,161852741,07/03/2016,2517 EDWARDS DR NW,203,Riverside,D,33.81583,-84.47084,07,03,2016
LARCENY-FROM VEHICLE,161852759,07/03/2016,1038 WEST PEACHTREE ST NE,503,Midtown,E,33.78304,-84.38815,07,03,2016
ROBBERY-RESIDENCE,161852769,07/03/2016,1307 LAKESIDE VILLAGE DR SE,611,The Villages at East Lake,O,33.74698,-84.31747,07,03,2016
BURGLARY-RESIDENCE,161852799,07/03/2016,320 FAIRBURN RD SW,407,Fairburn Mays,H,33.7451,-84.50858000000001,07,03,2016
LARCENY-FROM VEHICLE,161852834,07/03/2016,366  MCAFEE ST NW,504,Downtown,M,33.76463,-84.39458,07,03,2016
LARCENY-FROM VEHICLE,161852839,07/03/2016,1000 MARIETTA ST,504,Marietta Street Artery,E,33.779140000000005,-84.41116,07,03,2016
BURGLARY-RESIDENCE,161852847,07/03/2016,2607 FORREST AVE NW,203,Riverside,D,33.8136,-84.47306999999999,07,03,2016
ROBBERY-RESIDENCE,161852916,07/03/2016,382 SINCLAIR AVE NE,602,Inman Park,N,33.76481,-84.35355,07,03,2016
AGG ASSAULT,161853027,07/03/2016,351 ARCHER WAY NW,106,Bankhead,K,33.76448,-84.42349,07,03,2016
LARCENY-NON VEHICLE,161842072,07/03/2016,2310 MARTIN L KING JR DR SW,405,Florida Heights,I,33.75121,-84.46544,07,03,2016
LARCENY-NON VEHICLE,161842113,07/02/2016,144 PONCE DE LEON AVE NE,505,Midtown,E,33.77255,-84.38249,07,02,2016
LARCENY-FROM VEHICLE,161842256,07/02/2016,2537 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82403,-84.36328,07,02,2016
LARCENY-FROM VEHICLE,161842320,07/02/2016,3500 PEACHTREE RD NE ,208,North Buckhead,B,33.85252,-84.36116,07,02,2016
ROBBERY-COMMERCIAL,161842332,07/02/2016,231 18TH ST NW,501,Atlantic Station,E,33.79275,-84.39544000000001,07,02,2016
LARCENY-NON VEHICLE,161842377,07/02/2016,3030 HEADLAND DR SW,411,Greenbriar,R,33.68841,-84.48742,07,02,2016
BURGLARY-RESIDENCE,161842383,07/02/2016,1131 OAKLAND AVE SW,403,Oakland City,S,33.72415,-84.42764,07,02,2016
LARCENY-FROM VEHICLE,161842445,07/02/2016,953 VICTORY DR SW,306,Sylvan Hills,X,33.708,-84.41955,07,02,2016
LARCENY-NON VEHICLE,161842459,07/02/2016,188 CARROLL ST SE,606,Cabbagetown,N,33.74926,-84.3682,07,02,2016
AGG ASSAULT,161842506,07/02/2016,1049 MARTIN L KING JR DR NW,105,Washington Park,K,33.75501,-84.42223,07,02,2016
ROBBERY-PEDESTRIAN,161842513,07/02/2016,129 NORTH AVE @ JR CRICKETS,509,Downtown,M,33.771190000000004,-84.38311999999999,07,02,2016
LARCENY-FROM VEHICLE,161842531,07/02/2016,1942 HOWELL MILL RD NW,205,Wildwood (NPU-C),C,33.80765,-84.413,07,02,2016
LARCENY-FROM VEHICLE,161842582,07/02/2016,741 MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.822959999999995,-84.36346,07,02,2016
LARCENY-NON VEHICLE,161842626,07/02/2016,100 PIEDMONT AVE SE,511,Downtown,M,33.75096,-84.38534,07,02,2016
LARCENY-NON VEHICLE,161842727,07/02/2016,824 DONALD LEE HOLLOWELL PKWY NW,103,English Avenue,L,33.77282,-84.41423,07,02,2016
AUTO THEFT,161842745,07/02/2016,2150 SOUTHWOOD CV SW,412,Ben Hill Terrace,P,33.69518,-84.51856,07,02,2016
LARCENY-FROM VEHICLE,161842769,07/02/2016,101 HAMILTON E HOLMES DR NW,108,Westhaven,I,33.75558,-84.46807,07,02,2016
LARCENY-FROM VEHICLE,161842779,07/02/2016,211 AARON ST NW,108,Penelope Neighbors,J,33.753040000000006,-84.45124,07,02,2016
ROBBERY-PEDESTRIAN,161842791,07/02/2016,193 MATHEWSON PL SW,104,Mozley Park,K,33.74995,-84.43644,07,02,2016
AGG ASSAULT,161842883,07/02/2016,FAIRBURN RD NW / MARTIN L KING JR DR NW,111,Adamsville,H,33.759609999999995,-84.50546,07,02,2016
ROBBERY-PEDESTRIAN,161842903,07/02/2016,673 RHODES ST NW,102,Vine City,L,33.75704,-84.40961,07,02,2016
AGG ASSAULT,161842929,07/02/2016,134 PEACHTREE ST SW,512,Downtown,M,33.751059999999995,-84.3928,07,02,2016
AUTO THEFT,161842943,07/02/2016,123 MAREITTA ST NW,508,Downtown,M,33.757670000000005,-84.39265999999999,07,02,2016
LARCENY-NON VEHICLE,161843043,07/02/2016,467 EDGEWOOD AVE SE,604,Sweet Auburn,M,33.75421,-84.37254,07,02,2016
LARCENY-NON VEHICLE,161843045,07/02/2016,913 BERNINA AVE NE,602,Inman Park,N,33.76396,-84.35755999999999,07,02,2016
LARCENY-NON VEHICLE,161848029,07/02/2016,8700 SPINE RD,703,,,33.64077,-84.4397,07,02,2016
BURGLARY-RESIDENCE,161833521,07/02/2016,3540 N CAMP CREEK PKWY SW,414,,P,33.67051,-84.50299,07,02,2016
ROBBERY-RESIDENCE,161833170,07/02/2016,1483 ARTHUR LANGFORD PLZ SW,307,Joyland,Y,33.71097,-84.39789,07,02,2016
ROBBERY-PEDESTRIAN,161840110,07/02/2016,794 JUNIPER ST NE,505,Midtown,E,33.7762,-84.38319,07,02,2016
ROBBERY-PEDESTRIAN,161840113,07/02/2016,2099 PEACHTREE RD NE,207,,E,33.81196,-84.39139,07,02,2016
BURGLARY-RESIDENCE,161840152,07/02/2016,3540 N CAMP CREEK PKWY SW,414,,P,33.67051,-84.50299,07,02,2016
AGG ASSAULT,161840192,07/02/2016,257 PETERS ST SW,507,Castleberry Hill,M,33.747440000000005,-84.40186,07,02,2016
AUTO THEFT,161840214,07/02/2016,462 FAIR ST SW,507,Castleberry Hill,M,33.7486,-84.40225,07,02,2016
LARCENY-FROM VEHICLE,161840262,07/02/2016,1495 CHATTAHOOCHEE AVE NW,204,Underwood Hills,D,33.80887,-84.43621999999999,07,02,2016
AUTO THEFT,161840291,07/02/2016,359 W LAKE AVE NW,107,Grove Park,J,33.76466,-84.44065,07,02,2016
AGG ASSAULT,161840398,07/02/2016,990 ASHBY TER NW,105,Washington Park,K,33.76185,-84.41969,07,02,2016
AGG ASSAULT,161840461,07/02/2016,80 JESSE HILL JR BLVD,510,Downtown,M,33.75168,-84.38198,07,02,2016
BURGLARY-RESIDENCE,161840479,07/02/2016,130 JOSEPH E LOWERY BLVD SW,101,Atlanta University Center,T,33.75123,-84.41741999999999,07,02,2016
AUTO THEFT,161840714,07/02/2016,48 JACKSON ST NE,604,Sweet Auburn,M,33.75527,-84.37449000000001,07,02,2016
LARCENY-NON VEHICLE,161840739,07/02/2016,1217 METROPOLITAN PKWY SW,301,Pittsburgh,V,33.72254,-84.40759,07,02,2016
LARCENY-FROM VEHICLE,161840889,07/02/2016,880 GLENWOOD AVE SE,606,Grant Park,W,33.74058,-84.35903,07,02,2016
AGG ASSAULT,161840981,07/02/2016,888 T P BURRUSS SR DR SW,101,Atlanta University Center,T,33.75392,-84.41663,07,02,2016
LARCENY-FROM VEHICLE,161841038,07/02/2016,691 14TH ST NW,501,Home Park,E,33.78603,-84.40966999999999,07,02,2016
BURGLARY-NONRES,161841091,07/02/2016,1206 JOSEPH E BOONE BLVD NW,105,Hunter Hills,K,33.7633,-84.42694,07,02,2016
BURGLARY-RESIDENCE,161841105,07/02/2016,10 LAKESIDE VILLAGE DR SE,611,The Villages at East Lake,O,33.743359999999996,-84.31606,07,02,2016
LARCENY-FROM VEHICLE,161841119,07/02/2016,433 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76101,-84.37345,07,02,2016
BURGLARY-NONRES,161841144,07/02/2016,2369 CAMPBELLTON RD SW,409,Southwest,R,33.70442,-84.46588,07,02,2016
BURGLARY-RESIDENCE,161841209,07/02/2016,2494 BELLVIEW AVE NW,109,Center Hill,J,33.77645,-84.46884,07,02,2016
BURGLARY-RESIDENCE,161841213,07/02/2016,799 ALINE DR NW,112,Collier Heights,I,33.77637,-84.48832,07,02,2016
LARCENY-FROM VEHICLE,161841230,07/02/2016,1425 ELLSWORTH INDUSTRIAL BLVD NW,203,Blandtown,D,33.79388,-84.42575,07,02,2016
LARCENY-FROM VEHICLE,161841273,07/02/2016,198 MARIE AVE NW,105,Washington Park,K,33.76031,-84.42113,07,02,2016
AUTO THEFT,161841291,07/02/2016,658 MAGNOLIA ST NW,102,Vine City,L,33.757979999999996,-84.40905,07,02,2016
ROBBERY-PEDESTRIAN,161841411,07/02/2016,3390 FAIRBURN RD SW,414,Ben Hill,P,33.6639,-84.52377,07,02,2016
LARCENY-FROM VEHICLE,161841464,07/02/2016,1449 BEATIE AVE SW,301,Capitol View,X,33.71528,-84.41115,07,02,2016
LARCENY-FROM VEHICLE,161841482,07/02/2016,3500 PEACHTREE RD NE ,208,North Buckhead,B,33.85302,-84.36278,07,02,2016
LARCENY-FROM VEHICLE,161841500,07/02/2016,1004 LOS ANGELES AVE NE,601,Virginia Highland,F,33.78354,-84.35431,07,02,2016
LARCENY-NON VEHICLE,161841526,07/02/2016,1709 SYLVAN RD SW,306,Sylvan Hills,X,33.708290000000005,-84.41844,07,02,2016
ROBBERY-PEDESTRIAN,161841556,07/02/2016,1231 MORELAND AVE SE,607,Woodland Hills,W,33.72065,-84.34958,07,02,2016
LARCENY-NON VEHICLE,161841574,07/02/2016,729 CELESTE LN SW,407,Mays,H,33.74221,-84.50595,07,02,2016
LARCENY-NON VEHICLE,161841613,07/02/2016,165 MILLS ST NW,504,Downtown,M,33.7654,-84.39268,07,02,2016
AUTO THEFT,161841666,07/02/2016,2292 EWING ST SW,413,Fairburn,P,33.69173,-84.51919000000001,07,02,2016
LARCENY-NON VEHICLE,161841669,07/02/2016,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68845,-84.49328,07,02,2016
LARCENY-FROM VEHICLE,161841671,07/02/2016,725 PENN AVE NE,505,Midtown,E,33.774409999999996,-84.37856,07,02,2016
LARCENY-NON VEHICLE,161841755,07/02/2016,507 JOSEPH E LOWERY BLVD SW,401,West End,T,33.740970000000004,-84.41809,07,02,2016
LARCENY-FROM VEHICLE,161841856,07/02/2016,34 KIMBALL WAY SE,511,Downtown,M,33.75314,-84.38880999999999,07,02,2016
LARCENY-FROM VEHICLE,161841869,07/02/2016,3102 MARTIN L KING JR DR SW,406,,I,33.75103,-84.48831,07,02,2016
LARCENY-NON VEHICLE,161841875,07/02/2016,1105 RESEARCH CENTER ATL DR SW    ,406,,,33.72835,-84.5079,07,02,2016
LARCENY-NON VEHICLE,161841930,07/02/2016,1975 CAMPBELLTON RD SW,408,Venetian Hills,S,33.70827,-84.45385,07,02,2016
HOMICIDE,161840217059,07/02/2016,730 DILL AVE SW,301,Capitol View,X,33.71808,-84.41169000000001,07,02,2016
LARCENY-NON VEHICLE,161792488,07/02/2016,231 18TH ST. NW,501,Atlantic Station,E,33.79275,-84.39544000000001,07,02,2016
HOMICIDE,161833271058,07/01/2016,2100 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81307,-84.35424,07,01,2016
LARCENY-FROM VEHICLE,161811383,07/01/2016,206 HARWELL PL NW,112,Collier Heights,I,33.78153,-84.49349000000001,07,01,2016
LARCENY-FROM VEHICLE,161830020,07/01/2016,654 COOPER ST SW,303,Mechanicsville,V,33.7369,-84.39706,07,01,2016
BURGLARY-RESIDENCE,161830188,07/01/2016,1033 HOLLYWOOD RD NW,110,Almond Park,G,33.78308,-84.45881999999999,07,01,2016
AUTO THEFT,161830204,07/01/2016,100 PIEDMONT AVE SE,510,Downtown,M,33.75096,-84.38534,07,01,2016
LARCENY-NON VEHICLE,161830227,07/01/2016,160 John Wesley Dobbs Ave NE,509,Downtown,M,33.76092,-84.38216,07,01,2016
LARCENY-FROM VEHICLE,161830244,07/01/2016,502 PRYOR ST SW,303,Mechanicsville,V,33.7419,-84.39452,07,01,2016
LARCENY-NON VEHICLE,161830410,07/01/2016,1888 CHESHIRE BRIDGE RD NE,212,Morningside/Lenox Park,F,33.81038,-84.36121999999999,07,01,2016
LARCENY-FROM VEHICLE,161830440,07/01/2016,321 PHARR RD NE,206,Garden Hills,B,33.83668,-84.37706,07,01,2016
AGG ASSAULT,161830475,07/01/2016,468 BOULEVARD NE,603,Old Fourth Ward,M,33.767140000000005,-84.37201,07,01,2016
RAPE,161830519,07/01/2016,175 15TH ST NE,502,Ansley Park,E,33.78855,-84.38165,07,01,2016
AUTO THEFT,161830689,07/01/2016,2322 SAINT JAMES DR NW,109,Almond Park,G,33.78463,-84.46435,07,01,2016
AGG ASSAULT,161830718,07/01/2016,1331 CAMPBELLTON RD SW,403,Venetian Hills,S,33.71561,-84.43185,07,01,2016
AGG ASSAULT,161830732,07/01/2016,340 GLENN ST SW,303,Mechanicsville,V,33.73798,-84.39901,07,01,2016
AUTO THEFT,161830794,07/01/2016,2125 DEFOORS FERRY RD NW @WESTHAMPTON CT APTS,204,Cross Creek,C,33.814820000000005,-84.42676999999999,07,01,2016
LARCENY-FROM VEHICLE,161830797,07/01/2016,599 WHITEHALL ST SW,303,Pittsburgh,V,33.74277,-84.40756,07,01,2016
ROBBERY-PEDESTRIAN,161830817,07/01/2016,2861 1ST AVE,311,Hammond Park,X,33.6768,-84.40025,07,01,2016
LARCENY-NON VEHICLE,161830835,07/01/2016,3550 LENOX RD NE,208,North Buckhead,B,33.85181,-84.36725,07,01,2016
LARCENY-FROM VEHICLE,161830838,07/01/2016,2745 OLD HAPEVILLE RD SW @SUMMERDALE COMMONS,311,Glenrose Heights,Z,33.67988,-84.39366,07,01,2016
BURGLARY-NONRES,161830845,07/01/2016,750 FRANCIS PL NW,110,Grove Park,J,33.77495,-84.43798000000001,07,01,2016
AUTO THEFT,161830847,07/01/2016,455 FULTON ST SW,303,Mechanicsville,V,33.74173,-84.40283000000001,07,01,2016
LARCENY-NON VEHICLE,161830862,07/01/2016,3684 CAMPBELLTON RD SW,413,,P,33.68974,-84.50905999999999,07,01,2016
LARCENY-NON VEHICLE,161831140,07/01/2016,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,07,01,2016
AUTO THEFT,161831163,07/01/2016,210 HENDRIX AVE SW;,303,Mechanicsville,V,33.73212,-84.39489,07,01,2016
LARCENY-NON VEHICLE,161831191,07/01/2016,187 MOURY AVE SW,305,The Villages at Carver,Y,33.71691,-84.39276,07,01,2016
LARCENY-FROM VEHICLE,161831199,07/01/2016,445 CLEVELAND AVE SE,312,Rosedale Heights,Z,33.681490000000004,-84.37151999999999,07,01,2016
AUTO THEFT,161831201,07/01/2016,1329 COLLIER RD NW,204,,C,33.81136,-84.4253,07,01,2016
BURGLARY-RESIDENCE,161831335,07/01/2016,691 NORFLEET RD NW,205,Springlake,C,33.81185,-84.41075,07,01,2016
AUTO THEFT,161831355,07/01/2016,2661 ELLWOOD DR NE,206,Garden Hills,B,33.82697,-84.37532,07,01,2016
AUTO THEFT,161831364,07/01/2016,3614 LYNFIELD DR SW,406,West Manor,I,33.73668,-84.50014,07,01,2016
AUTO THEFT,161831444,07/01/2016,960 DILL AVE SW,301,Grant Park,W,33.73063,-84.37339,07,01,2016
BURGLARY-NONRES,161831454,07/01/2016,211 CLEVELAND AVE SW,310,Browns Mill Park,Z,33.68141,-84.39595,07,01,2016
LARCENY-FROM VEHICLE,161831477,07/01/2016,573 EDGEWOOD AVE SE,604,Old Fourth Ward,M,33.754090000000005,-84.36863000000001,07,01,2016
AUTO THEFT,161831784,07/01/2016,4302 NOBLE CREEK DR NW,204,Cross Creek,C,33.81691,-84.42833,07,01,2016
LARCENY-NON VEHICLE,161831785,07/01/2016,3755 CARMIA DR SW,414,Princeton Lakes,P,33.6569,-84.51004,07,01,2016
AGG ASSAULT,161831802,07/01/2016,2971 OLD JONESBORO RD SW,311,Hammond Park,X,33.67385,-84.40736,07,01,2016
LARCENY-NON VEHICLE,161831844,07/01/2016,755 HANK AARON DR SW @TURNER FIELD,304,Summerhill,V,33.73624,-84.389,07,01,2016
AGG ASSAULT,161831849,07/01/2016,956 WESTMONT RD SW,402,Oakland City,S,33.72914,-84.43723,07,01,2016
AUTO THEFT,161831862,07/01/2016,3207 KATOMARICK DR SE,313,South River Gardens,Z,33.66733,-84.36391,07,01,2016
BURGLARY-RESIDENCE,161831868,07/01/2016,1177 CONSTITUTION RD SE,308,Norwood Manor,Z,33.69316,-84.35164,07,01,2016
LARCENY-FROM VEHICLE,161831897,07/01/2016,730 PONCE DE LEON PL NE,601,Virginia Highland,F,33.77446,-84.36424,07,01,2016
LARCENY-FROM VEHICLE,161831913,07/01/2016,462 SEMINOLE AVE NE,602,Inman Park,N,33.76658,-84.35028,07,01,2016
AGG ASSAULT,161831940,07/01/2016,402 SUNSET AVE NW,103,English Avenue,L,33.76558,-84.41029,07,01,2016
LARCENY-NON VEHICLE,161831963,07/01/2016,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,07,01,2016
LARCENY-NON VEHICLE,161831984,07/01/2016,898 OAK ST SW,401,West End,T,33.74057,-84.4168,07,01,2016
AUTO THEFT,161832031,07/01/2016,154 GORDON TER SW,104,Mozley Park,K,33.75074,-84.44289,07,01,2016
LARCENY-NON VEHICLE,161832044,07/01/2016,80 JESSE HILL JR DR SE,510,Downtown,M,33.752309999999994,-84.38231,07,01,2016
LARCENY-NON VEHICLE,161832082,07/01/2016,824 DONALD LEE HOLLOWELL PKWY,103,English Avenue,L,33.77282,-84.41423,07,01,2016
BURGLARY-RESIDENCE,161832155,07/01/2016,82 BRIGHTON AVE NE,207,Brookwood Hills,E,33.80908,-84.39034000000001,07,01,2016
LARCENY-FROM VEHICLE,161832210,07/01/2016,938 HERNDON ST NW,106,Knight Park/Howell Station,K,33.78058,-84.42299999999999,07,01,2016
LARCENY-NON VEHICLE,161832244,07/01/2016,505 FULTON ST SW ,303,Mechanicsville,V,33.741820000000004,-84.40329,07,01,2016
LARCENY-FROM VEHICLE,161832284,07/01/2016,2970 PARROT AVE NW @FINA OIL CO,203,Whittier Mill Village,D,33.80858,-84.48416999999999,07,01,2016
LARCENY-NON VEHICLE,161832301,07/01/2016,675 PONCE DE LEON AVE NE ,603,Old Fourth Ward,M,33.77296,-84.36504000000001,07,01,2016
LARCENY-NON VEHICLE,161832365,07/01/2016,3535 PEACHTREE RD NE,210,Lenox,B,33.851820000000004,-84.3595,07,01,2016
LARCENY-FROM VEHICLE,161832434,07/01/2016,1285 POLLARD DR SW,409,Adams Park,R,33.72085,-84.45644,07,01,2016
AGG ASSAULT,161832456,07/01/2016,112 COURTLAND ST NE,510,Downtown,M,33.75756,-84.38434000000001,07,01,2016
LARCENY-NON VEHICLE,161832530,07/01/2016,1080 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73808,-84.42305,07,01,2016
LARCENY-NON VEHICLE,161832531,07/01/2016,815 BERNE ST SE,605,Grant Park,W,33.73644,-84.36041999999999,07,01,2016
LARCENY-FROM VEHICLE,161832541,07/01/2016,1175 CASCADE PKWY SW,406,,,33.72578,-84.50105,07,01,2016
LARCENY-FROM VEHICLE,161832561,07/01/2016,396 FORREST RIDGE DR NW,112,Collier Heights,I,33.76593,-84.47892,07,01,2016
LARCENY-FROM VEHICLE,161832598,07/01/2016,1950 HOWELL MILL RD NW,205,Wildwood (NPU-C),C,33.80805,-84.41282,07,01,2016
BURGLARY-RESIDENCE,161832620,07/01/2016,176 HOWARD ST NE,610,Kirkwood,O,33.75737,-84.32353,07,01,2016
LARCENY-NON VEHICLE,161832660,07/01/2016,1138 N HIGHLAND AVE NE,601,Virginia Highland,F,33.78581,-84.3554,07,01,2016
LARCENY-FROM VEHICLE,161832663,07/01/2016,335 PINE TREE DR NE,206,Garden Hills,B,33.829840000000004,-84.37624,07,01,2016
LARCENY-NON VEHICLE,161832689,07/01/2016,4465 CAMPBELLTON RD SW,412,,P,33.69704,-84.53461999999999,07,01,2016
AUTO THEFT,161832777,07/01/2016,889 W PEACHTREE ST NE,505,Midtown,E,33.778890000000004,-84.38717,07,01,2016
LARCENY-FROM VEHICLE,161832828,07/01/2016,886 PIEDMONT AVE NE,505,Midtown,E,33.77882,-84.38153,07,01,2016
LARCENY-NON VEHICLE,161832904,07/01/2016,3509 MARTIN L KING JR DR NW,111,Adamsville,H,33.7581,-84.50258000000001,07,01,2016
LARCENY-NON VEHICLE,161833059,07/01/2016,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68845,-84.49328,07,01,2016
AGG ASSAULT,161833116,07/01/2016,29 GEORGIA AVE SE,304,Summerhill,V,33.7366,-84.38685,07,01,2016
AUTO THEFT,161833117,07/01/2016,1044 STATE ST NW,501,Home Park,E,33.783229999999996,-84.39925,07,01,2016
ROBBERY-RESIDENCE,161833177,07/01/2016,277 MORELAND AVE SE,606,Reynoldstown,N,33.746190000000006,-84.34931999999999,07,01,2016
BURGLARY-RESIDENCE,161833188,07/01/2016,187 MOURY AVE SW,305,The Villages at Carver,Y,33.714490000000005,-84.39138,07,01,2016
LARCENY-NON VEHICLE,161833210,07/01/2016,661 GLENWOOD AVE SE,605,Grant Park,W,33.74214,-84.36583,07,01,2016
